"ID_evenement","Systeme","Categorie","Date","app_mthd","TAN_app_kgNha","NH3N_kgNha","emis_pct_TAN"
143,"LOM","Lisier","2022-09-15","bsth",36.236,5.89183770230552,16.2596249649672
148,"LOM","Lisier","2024-04-19","bsth",49.368,6.67955377331996,13.5301283692269
96,"COM","Digestat liquide","2025-04-02","bsth",54.472,23.2968359147773,42.7684607041733
150,"LOM","Digestat liquide","2025-04-02","bsth",54.472,23.2968359147773,42.7684607041733
97,"COM","Digestat liquide","2025-07-04","bc",62.693,52.247928097788,83.3393330958608
151,"LOM","Digestat liquide","2025-07-04","bc",62.693,52.247928097788,83.3393330958608
