ID_evenement,Systeme,Categorie,Date,ct,TAN.app,app.rate,app.mthd,man.dm,man.ph,man.source,air.temp,wind.2m,rain.rate,rain.cum,incorp,t.incorp
143,MF,Lisier,2022-09-15,29,36.236,35,bsth,6.5,7.6,cattle,16.0,6,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,30,36.236,35,bsth,6.5,7.6,cattle,16.3,8,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,31,36.236,35,bsth,6.5,7.6,cattle,12.7,10,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,32,36.236,35,bsth,6.5,7.6,cattle,12.1,6,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,33,36.236,35,bsth,6.5,7.6,cattle,10.8,3,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,34,36.236,35,bsth,6.5,7.6,cattle,10.2,2,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,35,36.236,35,bsth,6.5,7.6,cattle,10.1,2,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,36,36.236,35,bsth,6.5,7.6,cattle,10.5,3,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,37,36.236,35,bsth,6.5,7.6,cattle,8.8,2,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,38,36.236,35,bsth,6.5,7.6,cattle,8.1,2,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,39,36.236,35,bsth,6.5,7.6,cattle,8.6,3,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,40,36.236,35,bsth,6.5,7.6,cattle,7.7,2,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,41,36.236,35,bsth,6.5,7.6,cattle,6.7,3,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,42,36.236,35,bsth,6.5,7.6,cattle,6.7,4,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,43,36.236,35,bsth,6.5,7.6,cattle,7.2,3,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,44,36.236,35,bsth,6.5,7.6,cattle,8.5,4,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,45,36.236,35,bsth,6.5,7.6,cattle,11.2,4,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,46,36.236,35,bsth,6.5,7.6,cattle,13.3,7,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,47,36.236,35,bsth,6.5,7.6,cattle,13.7,7,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,48,36.236,35,bsth,6.5,7.6,cattle,15.3,8,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,49,36.236,35,bsth,6.5,7.6,cattle,14.5,9,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,50,36.236,35,bsth,6.5,7.6,cattle,16.4,10,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,51,36.236,35,bsth,6.5,7.6,cattle,16.5,10,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,52,36.236,35,bsth,6.5,7.6,cattle,16.6,8,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,53,36.236,35,bsth,6.5,7.6,cattle,15.9,8,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,54,36.236,35,bsth,6.5,7.6,cattle,15.1,7,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,55,36.236,35,bsth,6.5,7.6,cattle,13.4,7,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,56,36.236,35,bsth,6.5,7.6,cattle,12.2,5,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,57,36.236,35,bsth,6.5,7.6,cattle,10.9,3,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,58,36.236,35,bsth,6.5,7.6,cattle,10.0,2,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,59,36.236,35,bsth,6.5,7.6,cattle,9.0,2,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,60,36.236,35,bsth,6.5,7.6,cattle,8.1,1,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,61,36.236,35,bsth,6.5,7.6,cattle,7.7,1,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,62,36.236,35,bsth,6.5,7.6,cattle,7.2,1,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,63,36.236,35,bsth,6.5,7.6,cattle,6.2,2,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,64,36.236,35,bsth,6.5,7.6,cattle,6.0,1,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,65,36.236,35,bsth,6.5,7.6,cattle,5.7,1,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,66,36.236,35,bsth,6.5,7.6,cattle,4.9,1,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,67,36.236,35,bsth,6.5,7.6,cattle,5.3,1,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,68,36.236,35,bsth,6.5,7.6,cattle,8.1,2,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,69,36.236,35,bsth,6.5,7.6,cattle,10.0,4,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,70,36.236,35,bsth,6.5,7.6,cattle,13.2,3,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,71,36.236,35,bsth,6.5,7.6,cattle,16.1,5,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,72,36.236,35,bsth,6.5,7.6,cattle,17.4,8,0.0,0.0,shallow,0.5
143,MF,Lisier,2022-09-15,73,36.236,35,bsth,6.5,7.6,cattle,18.6,8,0.5,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,74,36.236,35,bsth,6.5,7.6,cattle,17.5,8,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,75,36.236,35,bsth,6.5,7.6,cattle,19.5,8,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,76,36.236,35,bsth,6.5,7.6,cattle,18.8,8,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,77,36.236,35,bsth,6.5,7.6,cattle,18.4,8,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,78,36.236,35,bsth,6.5,7.6,cattle,16.9,8,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,79,36.236,35,bsth,6.5,7.6,cattle,14.5,7,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,80,36.236,35,bsth,6.5,7.6,cattle,13.1,6,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,81,36.236,35,bsth,6.5,7.6,cattle,12.0,3,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,82,36.236,35,bsth,6.5,7.6,cattle,10.1,2,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,83,36.236,35,bsth,6.5,7.6,cattle,10.1,1,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,84,36.236,35,bsth,6.5,7.6,cattle,9.2,2,0.0,0.5,shallow,0.5
143,MF,Lisier,2022-09-15,85,36.236,35,bsth,6.5,7.6,cattle,10.2,2,0.0,0.5,shallow,0.5
148,MF,Lisier,2024-04-19,1,49.368,70,bsth,2.3,8.6,cattle,14.1,10,0.0,0.0,shallow,0.5
148,MF,Lisier,2024-04-19,2,49.368,70,bsth,2.3,8.6,cattle,15.8,10,0.0,0.0,shallow,0.5
148,MF,Lisier,2024-04-19,3,49.368,70,bsth,2.3,8.6,cattle,16.1,9,0.0,0.0,shallow,0.5
148,MF,Lisier,2024-04-19,4,49.368,70,bsth,2.3,8.6,cattle,15.8,11,0.0,0.0,shallow,0.5
148,MF,Lisier,2024-04-19,5,49.368,70,bsth,2.3,8.6,cattle,16.2,10,0.0,0.0,shallow,0.5
148,MF,Lisier,2024-04-19,6,49.368,70,bsth,2.3,8.6,cattle,15.9,8,0.0,0.0,shallow,0.5
148,MF,Lisier,2024-04-19,7,49.368,70,bsth,2.3,8.6,cattle,13.9,6,0.0,0.0,shallow,0.5
148,MF,Lisier,2024-04-19,8,49.368,70,bsth,2.3,8.6,cattle,12.3,6,2.0,2.0,shallow,0.5
148,MF,Lisier,2024-04-19,9,49.368,70,bsth,2.3,8.6,cattle,11.1,4,0.5,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,10,49.368,70,bsth,2.3,8.6,cattle,10.5,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,11,49.368,70,bsth,2.3,8.6,cattle,9.7,4,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,12,49.368,70,bsth,2.3,8.6,cattle,9.1,4,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,13,49.368,70,bsth,2.3,8.6,cattle,8.3,2,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,14,49.368,70,bsth,2.3,8.6,cattle,6.4,2,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,15,49.368,70,bsth,2.3,8.6,cattle,5.7,2,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,16,49.368,70,bsth,2.3,8.6,cattle,5.2,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,17,49.368,70,bsth,2.3,8.6,cattle,5.4,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,18,49.368,70,bsth,2.3,8.6,cattle,5.2,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,19,49.368,70,bsth,2.3,8.6,cattle,6.0,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,20,49.368,70,bsth,2.3,8.6,cattle,8.4,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,21,49.368,70,bsth,2.3,8.6,cattle,10.9,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,22,49.368,70,bsth,2.3,8.6,cattle,12.3,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,23,49.368,70,bsth,2.3,8.6,cattle,15.0,6,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,24,49.368,70,bsth,2.3,8.6,cattle,16.4,6,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,25,49.368,70,bsth,2.3,8.6,cattle,17.6,7,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,26,49.368,70,bsth,2.3,8.6,cattle,18.4,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,27,49.368,70,bsth,2.3,8.6,cattle,19.0,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,28,49.368,70,bsth,2.3,8.6,cattle,18.7,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,29,49.368,70,bsth,2.3,8.6,cattle,17.0,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,30,49.368,70,bsth,2.3,8.6,cattle,15.9,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,31,49.368,70,bsth,2.3,8.6,cattle,14.4,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,32,49.368,70,bsth,2.3,8.6,cattle,13.0,6,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,33,49.368,70,bsth,2.3,8.6,cattle,11.3,4,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,34,49.368,70,bsth,2.3,8.6,cattle,11.4,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,35,49.368,70,bsth,2.3,8.6,cattle,11.8,4,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,36,49.368,70,bsth,2.3,8.6,cattle,10.3,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,37,49.368,70,bsth,2.3,8.6,cattle,10.0,2,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,38,49.368,70,bsth,2.3,8.6,cattle,8.3,2,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,39,49.368,70,bsth,2.3,8.6,cattle,8.3,2,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,40,49.368,70,bsth,2.3,8.6,cattle,6.8,2,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,41,49.368,70,bsth,2.3,8.6,cattle,6.5,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,42,49.368,70,bsth,2.3,8.6,cattle,6.2,2,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,43,49.368,70,bsth,2.3,8.6,cattle,7.7,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,44,49.368,70,bsth,2.3,8.6,cattle,10.0,3,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,45,49.368,70,bsth,2.3,8.6,cattle,11.8,6,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,46,49.368,70,bsth,2.3,8.6,cattle,14.3,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,47,49.368,70,bsth,2.3,8.6,cattle,15.1,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,48,49.368,70,bsth,2.3,8.6,cattle,16.2,8,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,49,49.368,70,bsth,2.3,8.6,cattle,17.5,10,0.0,2.5,shallow,0.5
148,MF,Lisier,2024-04-19,50,49.368,70,bsth,2.3,8.6,cattle,17.7,10,1.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,51,49.368,70,bsth,2.3,8.6,cattle,17.6,12,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,52,49.368,70,bsth,2.3,8.6,cattle,18.0,12,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,53,49.368,70,bsth,2.3,8.6,cattle,18.2,10,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,54,49.368,70,bsth,2.3,8.6,cattle,17.4,11,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,55,49.368,70,bsth,2.3,8.6,cattle,15.1,9,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,56,49.368,70,bsth,2.3,8.6,cattle,13.2,6,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,57,49.368,70,bsth,2.3,8.6,cattle,13.6,3,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,58,49.368,70,bsth,2.3,8.6,cattle,12.6,3,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,59,49.368,70,bsth,2.3,8.6,cattle,12.3,4,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,60,49.368,70,bsth,2.3,8.6,cattle,10.7,5,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,61,49.368,70,bsth,2.3,8.6,cattle,9.1,5,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,62,49.368,70,bsth,2.3,8.6,cattle,9.0,4,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,63,49.368,70,bsth,2.3,8.6,cattle,8.0,3,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,64,49.368,70,bsth,2.3,8.6,cattle,6.5,2,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,65,49.368,70,bsth,2.3,8.6,cattle,6.3,2,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,66,49.368,70,bsth,2.3,8.6,cattle,6.0,2,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,67,49.368,70,bsth,2.3,8.6,cattle,8.4,2,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,68,49.368,70,bsth,2.3,8.6,cattle,10.7,4,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,69,49.368,70,bsth,2.3,8.6,cattle,13.0,6,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,70,49.368,70,bsth,2.3,8.6,cattle,14.6,6,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,71,49.368,70,bsth,2.3,8.6,cattle,15.4,7,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,72,49.368,70,bsth,2.3,8.6,cattle,16.1,7,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,73,49.368,70,bsth,2.3,8.6,cattle,16.9,9,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,74,49.368,70,bsth,2.3,8.6,cattle,17.3,8,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,75,49.368,70,bsth,2.3,8.6,cattle,18.2,8,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,76,49.368,70,bsth,2.3,8.6,cattle,17.8,7,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,77,49.368,70,bsth,2.3,8.6,cattle,18.1,7,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,78,49.368,70,bsth,2.3,8.6,cattle,17.3,8,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,79,49.368,70,bsth,2.3,8.6,cattle,14.6,4,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,80,49.368,70,bsth,2.3,8.6,cattle,12.8,6,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,81,49.368,70,bsth,2.3,8.6,cattle,12.8,8,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,82,49.368,70,bsth,2.3,8.6,cattle,11.8,6,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,83,49.368,70,bsth,2.3,8.6,cattle,10.2,4,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,84,49.368,70,bsth,2.3,8.6,cattle,9.6,3,0.0,3.5,shallow,0.5
148,MF,Lisier,2024-04-19,85,49.368,70,bsth,2.3,8.6,cattle,8.6,3,0.0,3.5,shallow,0.5
150,MF,Digestat liquide,2025-04-02,1,54.472,30,bsth,7.4,8.1,cattle,14.3,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,2,54.472,30,bsth,7.4,8.1,cattle,15.4,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,3,54.472,30,bsth,7.4,8.1,cattle,16.2,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,4,54.472,30,bsth,7.4,8.1,cattle,16.3,7,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,5,54.472,30,bsth,7.4,8.1,cattle,16.4,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,6,54.472,30,bsth,7.4,8.1,cattle,16.1,9,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,7,54.472,30,bsth,7.4,8.1,cattle,14.7,6,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,8,54.472,30,bsth,7.4,8.1,cattle,11.6,4,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,9,54.472,30,bsth,7.4,8.1,cattle,12.2,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,10,54.472,30,bsth,7.4,8.1,cattle,11.3,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,11,54.472,30,bsth,7.4,8.1,cattle,10.8,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,12,54.472,30,bsth,7.4,8.1,cattle,9.2,3,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,13,54.472,30,bsth,7.4,8.1,cattle,9.0,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,14,54.472,30,bsth,7.4,8.1,cattle,8.3,3,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,15,54.472,30,bsth,7.4,8.1,cattle,7.6,3,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,16,54.472,30,bsth,7.4,8.1,cattle,8.8,3,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,17,54.472,30,bsth,7.4,8.1,cattle,7.6,3,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,18,54.472,30,bsth,7.4,8.1,cattle,7.5,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,19,54.472,30,bsth,7.4,8.1,cattle,7.8,3,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,20,54.472,30,bsth,7.4,8.1,cattle,10.7,4,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,21,54.472,30,bsth,7.4,8.1,cattle,14.2,5,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,22,54.472,30,bsth,7.4,8.1,cattle,15.6,7,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,23,54.472,30,bsth,7.4,8.1,cattle,16.9,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,24,54.472,30,bsth,7.4,8.1,cattle,17.9,9,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,25,54.472,30,bsth,7.4,8.1,cattle,18.9,11,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,26,54.472,30,bsth,7.4,8.1,cattle,19.4,10,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,27,54.472,30,bsth,7.4,8.1,cattle,19.8,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,28,54.472,30,bsth,7.4,8.1,cattle,20.9,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,29,54.472,30,bsth,7.4,8.1,cattle,20.7,6,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,30,54.472,30,bsth,7.4,8.1,cattle,19.8,6,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,31,54.472,30,bsth,7.4,8.1,cattle,18.1,5,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,32,54.472,30,bsth,7.4,8.1,cattle,16.1,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,33,54.472,30,bsth,7.4,8.1,cattle,14.6,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,34,54.472,30,bsth,7.4,8.1,cattle,14.5,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,35,54.472,30,bsth,7.4,8.1,cattle,13.2,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,36,54.472,30,bsth,7.4,8.1,cattle,12.3,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,37,54.472,30,bsth,7.4,8.1,cattle,11.5,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,38,54.472,30,bsth,7.4,8.1,cattle,11.4,3,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,39,54.472,30,bsth,7.4,8.1,cattle,10.8,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,40,54.472,30,bsth,7.4,8.1,cattle,10.1,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,41,54.472,30,bsth,7.4,8.1,cattle,11.1,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,42,54.472,30,bsth,7.4,8.1,cattle,11.0,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,43,54.472,30,bsth,7.4,8.1,cattle,11.7,3,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,44,54.472,30,bsth,7.4,8.1,cattle,11.9,4,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,45,54.472,30,bsth,7.4,8.1,cattle,14.9,4,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,46,54.472,30,bsth,7.4,8.1,cattle,17.2,4,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,47,54.472,30,bsth,7.4,8.1,cattle,19.1,6,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,48,54.472,30,bsth,7.4,8.1,cattle,20.6,6,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,49,54.472,30,bsth,7.4,8.1,cattle,22.0,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,50,54.472,30,bsth,7.4,8.1,cattle,22.6,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,51,54.472,30,bsth,7.4,8.1,cattle,21.9,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,52,54.472,30,bsth,7.4,8.1,cattle,22.2,7,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,53,54.472,30,bsth,7.4,8.1,cattle,21.1,8,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,54,54.472,30,bsth,7.4,8.1,cattle,20.4,6,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,55,54.472,30,bsth,7.4,8.1,cattle,17.2,4,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,56,54.472,30,bsth,7.4,8.1,cattle,15.2,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,57,54.472,30,bsth,7.4,8.1,cattle,14.9,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,58,54.472,30,bsth,7.4,8.1,cattle,15.7,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,59,54.472,30,bsth,7.4,8.1,cattle,12.5,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,60,54.472,30,bsth,7.4,8.1,cattle,12.1,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,61,54.472,30,bsth,7.4,8.1,cattle,11.9,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,62,54.472,30,bsth,7.4,8.1,cattle,11.1,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,63,54.472,30,bsth,7.4,8.1,cattle,10.2,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,64,54.472,30,bsth,7.4,8.1,cattle,9.9,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,65,54.472,30,bsth,7.4,8.1,cattle,9.3,3,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,66,54.472,30,bsth,7.4,8.1,cattle,9.0,3,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,67,54.472,30,bsth,7.4,8.1,cattle,9.8,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,68,54.472,30,bsth,7.4,8.1,cattle,13.1,2,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,69,54.472,30,bsth,7.4,8.1,cattle,14.5,4,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,70,54.472,30,bsth,7.4,8.1,cattle,16.6,6,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,71,54.472,30,bsth,7.4,8.1,cattle,18.8,5,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,72,54.472,30,bsth,7.4,8.1,cattle,20.5,7,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,73,54.472,30,bsth,7.4,8.1,cattle,22.3,6,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,74,54.472,30,bsth,7.4,8.1,cattle,23.1,6,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,75,54.472,30,bsth,7.4,8.1,cattle,23.3,7,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,76,54.472,30,bsth,7.4,8.1,cattle,23.5,7,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,77,54.472,30,bsth,7.4,8.1,cattle,22.8,5,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,78,54.472,30,bsth,7.4,8.1,cattle,21.2,4,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,79,54.472,30,bsth,7.4,8.1,cattle,17.8,4,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,80,54.472,30,bsth,7.4,8.1,cattle,17.5,5,0.0,0.0,none,
150,MF,Digestat liquide,2025-04-02,81,54.472,30,bsth,7.4,8.1,cattle,16.8,7,0.0,0.0,none,
