ID_evenement,Systeme,Categorie,Date,app_mthd,TAN_kgNha,ALFAM2_kgNha,EMEP_kgNha,diff_kgNha,ratio_A_over_E,EMEP_pctTAN,ALFAM2_pctTAN
143,LOM,Lisier,2022-09-15,bsth,36.236,5.89183770230552,19.929525,-14.037687297694482,0.295633624098192,54.99924108621261,16.259624964967216
148,LOM,Lisier,2024-04-19,bsth,49.368,6.67955377331996,27.1524,-20.47284622668004,0.24600233398594454,54.99999999999999,13.530128369226949
96,COM,Digestat liquide,2025-04-02,bsth,54.472,23.2968359147773,29.959875,-6.6630390852226995,0.77760123881616,55.00050484652666,42.76846070417334
150,LOM,Digestat liquide,2025-04-02,bsth,54.472,23.2968359147773,29.959875,-6.6630390852226995,0.77760123881616,55.00050484652666,42.76846070417334
97,COM,Digestat liquide,2025-07-04,bc,62.693,52.247928097788,34.48120500000001,17.766723097787988,1.5152581847933673,55.00008772909258,83.33933309586078
151,LOM,Digestat liquide,2025-07-04,bc,62.693,52.247928097788,34.48120500000001,17.766723097787988,1.5152581847933673,55.00008772909258,83.33933309586078
