"ID_evenement","Systeme","Categorie","TAN.app","NH3N_kgNha","er","pct_TAN"
97,"CTR","Digestat liquide",62.693,37.1012226846479,0.591792108922016,59.1792108922015
151,"MF","Digestat liquide",62.693,37.1012226846479,0.591792108922016,59.1792108922015
